page,country,rev_id,FIPS,Name,Type,TimeFrame,Data (M),Population
Oscar Kashala,"Congo, Dem. Rep. of",749419078.0,,,,,,
Jean-Marie Runiga Lugerero,"Congo, Dem. Rep. of",750725157.0,,,,,,
Christian Malanga,"Congo, Dem. Rep. of",751152656.0,,,,,,
Faustin Birindwa,"Congo, Dem. Rep. of",751361476.0,,,,,,
Chikez Diemu,"Congo, Dem. Rep. of",753704394.0,,,,,,
Minister of Foreign Affairs (Democratic Republic of the Congo),"Congo, Dem. Rep. of",754344309.0,,,,,,
Edouard Kiove Kola,"Congo, Dem. Rep. of",756510063.0,,,,,,
Daniel Mukoko Samba,"Congo, Dem. Rep. of",757821887.0,,,,,,
Dolly Makambo Nawezi,"Congo, Dem. Rep. of",763323939.0,,,,,,
Germain Kambinga,"Congo, Dem. Rep. of",763943185.0,,,,,,
Richard Ndambu Wolang,"Congo, Dem. Rep. of",764771546.0,,,,,,
Simon Mbatshi Batshia,"Congo, Dem. Rep. of",764771615.0,,,,,,
José Makila Sumanda,"Congo, Dem. Rep. of",764771652.0,,,,,,
Trésor Kapuku Ngoy,"Congo, Dem. Rep. of",764771697.0,,,,,,
Charles Mwando Simba,"Congo, Dem. Rep. of",764791046.0,,,,,,
Jules Fontaine Sambwa,"Congo, Dem. Rep. of",765570258.0,,,,,,
Mabi Mulumba,"Congo, Dem. Rep. of",765799138.0,,,,,,
N'Singa Udjuu,"Congo, Dem. Rep. of",765799213.0,,,,,,
Sultani Makenga,"Congo, Dem. Rep. of",765834828.0,,,,,,
Josué Alex Mukendi,"Congo, Dem. Rep. of",765871730.0,,,,,,
Raymond Tshibanda,"Congo, Dem. Rep. of",765923988.0,,,,,,
Banza Mukalay,"Congo, Dem. Rep. of",765924619.0,,,,,,
Évariste Boshab,"Congo, Dem. Rep. of",765925554.0,,,,,,
Marie-Ange Mushobekwa,"Congo, Dem. Rep. of",766647953.0,,,,,,
Jean Andeka,"Congo, Dem. Rep. of",768228272.0,,,,,,
Aimé Ngoy Mukena,"Congo, Dem. Rep. of",768670214.0,,,,,,
Aimé Boji,"Congo, Dem. Rep. of",772045942.0,,,,,,
Léonard Mulamba,"Congo, Dem. Rep. of",772317052.0,,,,,,
Noel K Tshiani Muadiamvita,"Congo, Dem. Rep. of",772818039.0,,,,,,
Kasongo Ilunga,"Congo, Dem. Rep. of",774263410.0,,,,,,
Pierre Lumbi Okongo,"Congo, Dem. Rep. of",774679596.0,,,,,,
Jeannette Kavira Mapera,"Congo, Dem. Rep. of",776372644.0,,,,,,
Vice-Presidents of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",780035740.0,,,,,,
Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep. of",780757242.0,,,,,,
Louis Alphonse Koyagialo,"Congo, Dem. Rep. of",782350026.0,,,,,,
Luzolo Bambi Lessa,"Congo, Dem. Rep. of",782618365.0,,,,,,
Jonas Mukamba Kadiata Nzemba,"Congo, Dem. Rep. of",782825984.0,,,,,,
Arthur Z'ahidi Ngoma,"Congo, Dem. Rep. of",783354232.0,,,,,,
Emile Mota,"Congo, Dem. Rep. of",784182810.0,,,,,,
Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616.0,,,,,,
Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925.0,,,,,,
Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201.0,,,,,,
Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464.0,,,,,,
Adam Bombolé,"Congo, Dem. Rep. of",787602247.0,,,,,,
Adolphe Lumanu,"Congo, Dem. Rep. of",787715913.0,,,,,,
Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080.0,,,,,,
Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355.0,,,,,,
Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838.0,,,,,,
Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194.0,,,,,,
Ferdinand Essandja,"Congo, Dem. Rep. of",788054013.0,,,,,,
Martin Kabwelulu,"Congo, Dem. Rep. of",788465848.0,,,,,,
Antipas Mbusa,"Congo, Dem. Rep. of",789437538.0,,,,,,
Laurent Mbariko,"Congo, Dem. Rep. of",789487250.0,,,,,,
Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887.0,,,,,,
Azarias Ruberwa,"Congo, Dem. Rep. of",790305725.0,,,,,,
Banyingela Kasonga,"Congo, Dem. Rep. of",790586686.0,,,,,,
Anicet Kashamura,"Congo, Dem. Rep. of",790738130.0,,,,,,
Sophie Kanza,"Congo, Dem. Rep. of",790942655.0,,,,,,
Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307.0,,,,,,
Charles Kisolokele,"Congo, Dem. Rep. of",792037043.0,,,,,,
Antoine Ghonda,"Congo, Dem. Rep. of",793411567.0,,,,,,
Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384.0,,,,,,
Paul Bolya,"Congo, Dem. Rep. of",794134715.0,,,,,,
Freddy Matungulu,"Congo, Dem. Rep. of",796099032.0,,,,,,
Emmanuel Dungia,"Congo, Dem. Rep. of",797348410.0,,,,,,
Munga Mibindo,"Congo, Dem. Rep. of",797435100.0,,,,,,
Eric Lenge,"Congo, Dem. Rep. of",797446004.0,,,,,,
Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563.0,,,,,,
Joseph Kabila,"Congo, Dem. Rep. of",798455633.0,,,,,,
Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264.0,,,,,,
Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637.0,,,,,,
Medard Mulangala,"Congo, Dem. Rep. of",798948484.0,,,,,,
Mpinga Kasenda,"Congo, Dem. Rep. of",799044574.0,,,,,,
Fernand Kazadi,"Congo, Dem. Rep. of",799328311.0,,,,,,
Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685.0,,,,,,
Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221.0,,,,,,
Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831.0,,,,,,
Ekila Liyonda,"Congo, Dem. Rep. of",799913697.0,,,,,,
Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121.0,,,,,,
Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105.0,,,,,,
Laurent Nkunda,"Congo, Dem. Rep. of",800298783.0,,,,,,
Christophe Gbenye,"Congo, Dem. Rep. of",800537411.0,,,,,,
Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444.0,,,,,,
Moïse Tshombe,"Congo, Dem. Rep. of",801110165.0,,,,,,
Godefroid Munongo,"Congo, Dem. Rep. of",801112469.0,,,,,,
Thomas Kanza,"Congo, Dem. Rep. of",801348128.0,,,,,,
Joseph Okito,"Congo, Dem. Rep. of",801770255.0,,,,,,
President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063.0,,,,,,
Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131.0,,,,,,
Alphonse Songolo,"Congo, Dem. Rep. of",802154801.0,,,,,,
List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658.0,,,,,,
Jules Mutebusi,"Congo, Dem. Rep. of",802411491.0,,,,,,
Pierre Mulele,"Congo, Dem. Rep. of",803335436.0,,,,,,
Kasongo Munganga,"Congo, Dem. Rep. of",803421580.0,,,,,,
Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745.0,,,,,,
Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582.0,,,,,,
Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534.0,,,,,,
Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167.0,,,,,,
Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836.0,,,,,,
Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023.0,,,,,,
Maurice Mpolo,"Congo, Dem. Rep. of",805086693.0,,,,,,
Georges Minsay Booka,"Congo, Dem. Rep. of",805279692.0,,,,,,
Germain Katanga,"Congo, Dem. Rep. of",805368981.0,,,,,,
Daniel Kanza,"Congo, Dem. Rep. of",805523382.0,,,,,,
Gilbert Pongo,"Congo, Dem. Rep. of",805835265.0,,,,,,
Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394.0,,,,,,
Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312.0,,,,,,
Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185.0,,,,,,
Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633.0,,,,,,
List of mayors of Goma,"Congo, Dem. Rep. of",806372703.0,,,,,,
Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479.0,,,,,,
Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828.0,,,,,,
André Lubaya,"Congo, Dem. Rep. of",806545614.0,,,,,,
Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596.0,,,,,,
Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274.0,,,,,,
Jason Sendwe,"Congo, Dem. Rep. of",807243537.0,,,,,,
Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156.0,,,,,,
Patrice Lumumba,"Congo, Dem. Rep. of",807273861.0,,,,,,
"List of members of the parliament of East Timor, 2001–07",East Timorese,638566016.0,,,,,,
José Abel,East Timorese,699698855.0,,,,,,
Rogerio Lobato,East Timorese,712249441.0,,,,,,
Manuel Magalhaes de Oliveira,East Timorese,720011934.0,,,,,,
João Viegas Carrascalão,East Timorese,737687072.0,,,,,,
Manuel Carrascalão,East Timorese,753061850.0,,,,,,
Adalgisa Magno Guterres,East Timorese,755908563.0,,,,,,
María do Céu,East Timorese,755908564.0,,,,,,
Ana Pessoa Pinto,East Timorese,757539934.0,,,,,,
Rosa Bonaparte,East Timorese,760534473.0,,,,,,
Fernanda Borges,East Timorese,765600414.0,,,,,,
Nicolau dos Reis Lobato,East Timorese,772890380.0,,,,,,
Adalgisa Ximenes,East Timorese,779579546.0,,,,,,
Milena Pires,East Timorese,788017619.0,,,,,,
Alfredo Pires,East Timorese,788450147.0,,,,,,
Mário Viegas Carrascalão,East Timorese,793270640.0,,,,,,
José Abílio Osório Soares,East Timorese,793454583.0,,,,,,
Roque Rodrigues,East Timorese,796722416.0,,,,,,
Avelino Coelho da Silva,East Timorese,796886084.0,,,,,,
Manuel Tilman,East Timorese,797040695.0,,,,,,
Isabel da Costa Ferreira,East Timorese,797279277.0,,,,,,
Emília Pires,East Timorese,797438594.0,,,,,,
Xanana Gusmão,East Timorese,798242613.0,,,,,,
José Luís Guterres,East Timorese,798334210.0,,,,,,
Arsénio Bano,East Timorese,798969127.0,,,,,,
Nino Konis Santana,East Timorese,799059687.0,,,,,,
President of East Timor,East Timorese,799570306.0,,,,,,
Estanislau da Silva,East Timorese,802072802.0,,,,,,
José Ramos-Horta,East Timorese,802765398.0,,,,,,
Fernando de Araújo (East Timorese politician),East Timorese,803043434.0,,,,,,
Taur Matan Ruak,East Timorese,803615826.0,,,,,,
Lúcia Lobato,East Timorese,803664269.0,,,,,,
Francisco Xavier do Amaral,East Timorese,803969836.0,,,,,,
Vicente Guterres,East Timorese,804966906.0,,,,,,
Rui Maria de Araújo,East Timorese,805183458.0,,,,,,
Francisco Guterres,East Timorese,806140876.0,,,,,,
"List of members of the Løgting, 1974–78",Faroese,643932216.0,,,,,,
"List of members of the Løgting, 1978–80",Faroese,643932220.0,,,,,,
"List of members of the Løgting, 1980–84",Faroese,643932225.0,,,,,,
"List of members of the Løgting, 1984–88",Faroese,643932226.0,,,,,,
"List of members of the Løgting, 1990–94",Faroese,643932239.0,,,,,,
"List of members of the Løgting, 1994–98",Faroese,643932242.0,,,,,,
"List of members of the Løgting, 1998–2002",Faroese,698865505.0,,,,,,
Tórbjørn Poulsen,Faroese,700400143.0,,,,,,
Demmus Hentze,Faroese,701771698.0,,,,,,
Andrias Christian Evensen,Faroese,714088539.0,,,,,,
Hákun Djurhuus,Faroese,715330944.0,,,,,,
Jógvan Justinusson,Faroese,715490721.0,,,,,,
Andrass Samuelsen,Faroese,716137698.0,,,,,,
Álvur Kirke,Faroese,721938213.0,,,,,,
Rikard Long,Faroese,722336332.0,,,,,,
Sigurð Joensen,Faroese,722336979.0,,,,,,
Jógvan Poulsen (1854–1941),Faroese,722590461.0,,,,,,
Jacob Vestergaard,Faroese,724674137.0,,,,,,
Johan Simonsen,Faroese,725030656.0,,,,,,
Kári P. Højgaard,Faroese,725288194.0,,,,,,
Kristin Michelsen,Faroese,729422866.0,,,,,,
Lisbeth L. Petersen,Faroese,734668075.0,,,,,,
Símun av Skarði,Faroese,735578210.0,,,,,,
Finnbogi Ísakson,Faroese,748477895.0,,,,,,
"List of members of the Løgting, 1988–90",Faroese,750074079.0,,,,,,
Brandur Sandoy,Faroese,750167873.0,,,,,,
"List of members of the Løgting, 2015–19",Faroese,754952121.0,,,,,,
"List of members of the Løgting, 2011–15",Faroese,754952298.0,,,,,,
"List of members of the Løgting, 2008–11",Faroese,754952557.0,,,,,,
"List of members of the Løgting, 2004–08",Faroese,754952620.0,,,,,,
"List of members of the Løgting, 2002–04",Faroese,754952690.0,,,,,,
Bárður á Steig Nielsen,Faroese,756602743.0,,,,,,
Edmund Joensen,Faroese,756654638.0,,,,,,
Jørgen Niclasen,Faroese,756654880.0,,,,,,
Jóannes Eidesgaard,Faroese,765947137.0,,,,,,
Jógvan á Lakjuni,Faroese,765947416.0,,,,,,
Anfinn Kallsberg,Faroese,773895078.0,,,,,,
Kaj Leo Johannesen,Faroese,780361487.0,,,,,,
Rigmor Dam,Faroese,780543271.0,,,,,,
Hanna Jensen,Faroese,780543417.0,,,,,,
Sonja Jógvansdóttir,Faroese,780543635.0,,,,,,
Karin Kjølbro,Faroese,780543692.0,,,,,,
Jóannes Patursson,Faroese,781915668.0,,,,,,
Erlendur Patursson,Faroese,784440060.0,,,,,,
Niels Winther Poulsen,Faroese,789029085.0,,,,,,
Bjørt Samuelsen,Faroese,789306157.0,,,,,,
Jenis av Rana,Faroese,789307497.0,,,,,,
Heðin Mortensen,Faroese,789307569.0,,,,,,
Rasmus Effersøe,Faroese,789307632.0,,,,,,
Trygvi Samuelsen,Faroese,789308387.0,,,,,,
Eilif Samuelsen,Faroese,789308554.0,,,,,,
Jógvan Skorheim,Faroese,789310556.0,,,,,,
Louis Zachariasen,Faroese,789708924.0,,,,,,
Annika Olsen,Faroese,792595685.0,,,,,,
Páll á Reynatúgvu,Faroese,793276089.0,,,,,,
Atli Dam,Faroese,793277402.0,,,,,,
Henrik Old,Faroese,793353435.0,,,,,,
Marita Petersen,Faroese,793394960.0,,,,,,
Pauli Ellefsen,Faroese,796170338.0,,,,,,
Rasmus Rasmussen (writer),Faroese,796170437.0,,,,,,
Peter Mohr Dam,Faroese,797450160.0,,,,,,
Knút Wang,Faroese,797493287.0,,,,,,
Sjúrður Skaale,Faroese,797493405.0,,,,,,
Høgni Hoydal,Faroese,800723683.0,,,,,,
Kristina Háfoss,Faroese,801638146.0,,,,,,
Sirið Stenberg,Faroese,802476681.0,,,,,,
Eyðgunn Samuelsen,Faroese,802515495.0,,,,,,
Edva Jacobsen,Faroese,802925425.0,,,,,,
Aksel V. Johannesen,Faroese,803145744.0,,,,,,
Djóni í Geil,Faroese,803656387.0,,,,,,
Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035.0,,,,,,
Annita á Fríðriksmørk,Faroese,806011231.0,,,,,,
Katrin Kallsberg,Faroese,806909915.0,,,,,,
H. C .W. Tórgarð,Faroese,807297374.0,,,,,,
James Bisset (mayor),Cape Colony,647367482.0,,,,,,
Augustus Joseph Tancred,Cape Colony,651250302.0,,,,,,
Johan Conrad Silberbauer,Cape Colony,653467222.0,,,,,,
James Cotterell Hoole,Cape Colony,666596918.0,,,,,,
Patrick Goold,Cape Colony,670210734.0,,,,,,
Andries Botha,Cape Colony,676828191.0,,,,,,
Charles William Hutton,Cape Colony,680205631.0,,,,,,
John Blades Currey,Cape Colony,693624260.0,,,,,,
Joseph Orpen,Cape Colony,715016315.0,,,,,,
Klaas Afrikaner,Cape Colony,718462130.0,,,,,,
Christian Groepe,Cape Colony,723563811.0,,,,,,
William Hume (Cape politician),Cape Colony,724976433.0,,,,,,
James Sivewright,Cape Colony,731817397.0,,,,,,
William Downes Griffith,Cape Colony,731908828.0,,,,,,
John Sweet Distin,Cape Colony,737348283.0,,,,,,
John Thomas Eustace,Cape Colony,746923352.0,,,,,,
Jeremias Ziervogel,Cape Colony,750299694.0,,,,,,
Henry Latham Currey,Cape Colony,757832561.0,,,,,,
Henry Juta,Cape Colony,765333482.0,,,,,,
Simeon Jacobs,Cape Colony,767856232.0,,,,,,
William Schreiner,Cape Colony,771024710.0,,,,,,
George Strahan,Cape Colony,775481498.0,,,,,,
John Bardwell Ebden,Cape Colony,776725178.0,,,,,,
Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,779046359.0,,,,,,
Charles Abercrombie Smith,Cape Colony,783249147.0,,,,,,
Charles Brownlee,Cape Colony,783250295.0,,,,,,
George Cathcart,Cape Colony,784693349.0,,,,,,
Henry Torrens,Cape Colony,784726341.0,,,,,,
Frederick Schermbrucker,Cape Colony,784765242.0,,,,,,
Richard Solomon (Attorney General),Cape Colony,784829553.0,,,,,,
Walter Hely-Hutchinson,Cape Colony,784862369.0,,,,,,
Henry White (Cape Treasurer General),Cape Colony,785566972.0,,,,,,
Jacobus Wilhelmus Sauer,Cape Colony,786142993.0,,,,,,
Charles Lennox Stretch,Cape Colony,786803200.0,,,,,,
John Tengo Jabavu,Cape Colony,786916027.0,,,,,,
Philip John Stigant,Cape Colony,786972727.0,,,,,,
Henry Pottinger,Cape Colony,787552653.0,,,,,,
Thomas Charles Scanlen,Cape Colony,788098639.0,,,,,,
Saul Solomon,Cape Colony,788361321.0,,,,,,
Thomas Upington,Cape Colony,788717893.0,,,,,,
Andries Stockenström (judge),Cape Colony,789120101.0,,,,,,
Robert Wynyard,Cape Colony,789258720.0,,,,,,
"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927.0,,,,,,
Philip Edmond Wodehouse,Cape Colony,792178662.0,,,,,,
Charles Aken Fairbridge,Cape Colony,793643575.0,,,,,,
William Howley Goodenough,Cape Colony,794193433.0,,,,,,
George Thomas Napier,Cape Colony,794346758.0,,,,,,
William Butler (British Army officer),Cape Colony,794705198.0,,,,,,
"Sir George Yonge, 5th Baronet",Cape Colony,795625420.0,,,,,,
Christoffel Brand,Cape Colony,796352977.0,,,,,,
Henry Barkly,Cape Colony,796646347.0,,,,,,
Lord Charles Somerset,Cape Colony,797029963.0,,,,,,
Benjamin D'Urban,Cape Colony,797735815.0,,,,,,
John Charles Molteno,Cape Colony,797978795.0,,,,,,
"George Macartney, 1st Earl Macartney",Cape Colony,798165649.0,,,,,,
William Porter (Attorney General),Cape Colony,798383131.0,,,,,,
David Tennant (politician),Cape Colony,798742813.0,,,,,,
Andries Stockenström,Cape Colony,799373837.0,,,,,,
"Sir Harry Smith, 1st Baronet",Cape Colony,799472552.0,,,,,,
Charles Henry Darling,Cape Colony,800159179.0,,,,,,
John Paterson (Cape politician),Cape Colony,800767317.0,,,,,,
John X. Merriman,Cape Colony,801351302.0,,,,,,
Mpilo Walter Benson Rubusana,Cape Colony,801417570.0,,,,,,
Henry Hugh Clifford,Cape Colony,801856640.0,,,,,,
James Tennant Molteno,Cape Colony,801935094.0,,,,,,
Leander Starr Jameson,Cape Colony,803177433.0,,,,,,
Henry Bartle Frere,Cape Colony,803288472.0,,,,,,
"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116.0,,,,,,
"Henry Loch, 1st Baron Loch",Cape Colony,803618569.0,,,,,,
Francis Dundas,Cape Colony,803908887.0,,,,,,
Lowry Cole,Cape Colony,804277547.0,,,,,,
"Sir David Baird, 1st Baronet",Cape Colony,804362436.0,,,,,,
James Rose Innes,Cape Colony,804497413.0,,,,,,
Nicolaas Frederic de Waal,Cape Colony,805157563.0,,,,,,
"John Charles Molteno, Jr.",Cape Colony,805678535.0,,,,,,
"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015.0,,,,,,
Gordon Sprigg,Cape Colony,806340214.0,,,,,,
Cecil Rhodes,Cape Colony,806647373.0,,,,,,
George Grey,Cape Colony,807290539.0,,,,,,
Peregrine Maitland,Cape Colony,807330872.0,,,,,,
Thomas Francis Wade,Cape Colony,807401513.0,,,,,,
"List of members of the National Assembly (South Korea), 1950–54",South Korean,663348266.0,,,,,,
Park In-won,South Korean,703478926.0,,,,,,
Kim Seung-kew,South Korean,716323288.0,,,,,,
Seo Young-kyo,South Korean,717405394.0,,,,,,
Lee Wu-jong,South Korean,723064614.0,,,,,,
Yu In-chon,South Korean,760062536.0,,,,,,
Kim Wan-ju,South Korean,770622878.0,,,,,,
Park Yong-jin,South Korean,770623036.0,,,,,,
Lee Jong-kul,South Korean,770757174.0,,,,,,
Kim Hyun-jong,South Korean,770760118.0,,,,,,
Shin Ki-ha,South Korean,774367693.0,,,,,,
Lee Chunhee,South Korean,775234175.0,,,,,,
Ahn Dae-hee,South Korean,775458263.0,,,,,,
Ahn Gyu-baek,South Korean,775458608.0,,,,,,
Park Hong-keun,South Korean,775458639.0,,,,,,
Ahn Sang-yeong,South Korean,777008205.0,,,,,,
Jang Deok-jin,South Korean,777070214.0,,,,,,
Kim Jae-soon,South Korean,778915319.0,,,,,,
Kim Jin-sun,South Korean,778916810.0,,,,,,
Kim Il-ung,South Korean,779544705.0,,,,,,
Koo Kyo-hyun,South Korean,779544873.0,,,,,,
Ji Sang-wook,South Korean,780227423.0,,,,,,
Chung Hong-won,South Korean,781133659.0,,,,,,
Kim Byong-joon,South Korean,781134255.0,,,,,,
Hong Ihk-pyo,South Korean,782498395.0,,,,,,
Jeon Soon-ok,South Korean,782649404.0,,,,,,
Lee Hae-chan,South Korean,785317852.0,,,,,,
Yu Myung-hwan,South Korean,790178486.0,,,,,,
Yoon Young-kwan,South Korean,790178940.0,,,,,,
Yoon Jeung-hyun,South Korean,790179508.0,,,,,,
Suh Sang-chul,South Korean,790180349.0,,,,,,
Bak Maeng-woo,South Korean,790471224.0,,,,,,
Lee Wan-koo,South Korean,791389950.0,,,,,,
Kim Chang-ryong,South Korean,792037093.0,,,,,,
Yun Duk-min,South Korean,794638210.0,,,,,,
Cheong Yang-seog,South Korean,795546187.0,,,,,,
Chin Young,South Korean,795546191.0,,,,,,
Kim Kwan-yong,South Korean,795546228.0,,,,,,
Lee Hahn-koo,South Korean,795546245.0,,,,,,
Lee Jung-hyun (politician),South Korean,795546256.0,,,,,,
Kim Chong-hoh,South Korean,797806095.0,,,,,,
Chung Ho-yong,South Korean,798295710.0,,,,,,
Lee Jae-myung,South Korean,798611948.0,,,,,,
Lee Nak-hoon,South Korean,799083872.0,,,,,,
Yoo Il-ho,South Korean,799945764.0,,,,,,
Park Young-sun,South Korean,800258105.0,,,,,,
Kwon Young-ghil,South Korean,800896932.0,,,,,,
In Jae-keun,South Korean,800896981.0,,,,,,
Kang Kum-sil,South Korean,802728876.0,,,,,,
Park Yong-ok,South Korean,802955917.0,,,,,,
Jeon Hye-sook,South Korean,803383030.0,,,,,,
Kim Un-yong,South Korean,803838269.0,,,,,,
Sim Sang-jung,South Korean,804816596.0,,,,,,
Kim So-yeon (activist),South Korean,804817210.0,,,,,,
Yi Yun-yong,South Korean,804962117.0,,,,,,
Byeon Yeong-tae,South Korean,804962160.0,,,,,,
Lee Beom-seok (foreign minister),South Korean,804962170.0,,,,,,
Yoo Chang-soon,South Korean,804968129.0,,,,,,
Lee Hyun-jae,South Korean,804968364.0,,,,,,
Hyun Soong-jong,South Korean,804968483.0,,,,,,
Yun Byung-se,South Korean,804971432.0,,,,,,
Kim Sung-hwan (politician),South Korean,804971477.0,,,,,,
Kim Suk-soo,South Korean,804971686.0,,,,,,
Kim Hwang-sik,South Korean,804971888.0,,,,,,
Chang Sang,South Korean,804972263.0,,,,,,
Chang Taek-sang,South Korean,805053478.0,,,,,,
"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721.0,,,,,,
Lim Su-kyung,South Korean,805293256.0,,,,,,
Ki Dong-min,South Korean,805956890.0,,,,,,
Shin Sung-mo,South Korean,805991409.0,,,,,,
Chun Jung-bae,South Korean,806073279.0,,,,,,
"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996.0,,,,,,
Han Duck-soo,South Korean,806124709.0,,,,,,
Roh Tae-woo,South Korean,806145466.0,,,,,,
Han Myeong-sook,South Korean,806182207.0,,,,,,
Choo Mi-ae,South Korean,806184478.0,,,,,,
Na Kyung-won,South Korean,806319565.0,,,,,,
Min Byung-doo,South Korean,806399005.0,,,,,,
Choe Kwang-shik,South Korean,806439224.0,,,,,,
Choi Kyu-hah,South Korean,806462613.0,,,,,,
Won Sei-hoon,South Korean,806511942.0,,,,,,
Won Yoo-chul,South Korean,806512047.0,,,,,,
Kim Boo-kyum,South Korean,806555857.0,,,,,,
Baek Du-jin,South Korean,806590508.0,,,,,,
"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773.0,,,,,,
Park Chung-hee,South Korean,806801805.0,,,,,,
Chun Doo-hwan,South Korean,806846283.0,,,,,,
Roh Moo-hyun,South Korean,806852494.0,,,,,,
Lee Jung-hee,South Korean,807021657.0,,,,,,
Song Yo-chan,South Korean,807029190.0,,,,,,
Kitack Lim,South Korean,807057020.0,,,,,,
Park Geun-hye,South Korean,807060237.0,,,,,,
Do Jong-hwan,South Korean,807122658.0,,,,,,
Assassination of Park Chung-hee,South Korean,807142261.0,,,,,,
Geum Min,South Korean,807404528.0,,,,,,
Nam Duck-woo,South Korean,807423123.0,,,,,,
Toluono Feti,Samoan,671515606.0,,,,,,
James Ah Koy,Samoan,704919844.0,,,,,,
Va'aelua Eti Alesana,Samoan,705218371.0,,,,,,
Misa Telefoni Retzlaff,Samoan,706207837.0,,,,,,
Luagalau Levaula Kamu,Samoan,706804758.0,,,,,,
Leafa Vitale,Samoan,706837234.0,,,,,,
Niko Lee Hang,Samoan,707525246.0,,,,,,
Tuu'u Anasi'i Leota,Samoan,707525315.0,,,,,,
Tuiloma Pule Lameko,Samoan,707750982.0,,,,,,
Laauli Leuatea Polataivao,Samoan,714244543.0,,,,,,
To’alepaiali’i Toeolesulusulu Salesa III,Samoan,717442173.0,,,,,,
Namulau’ulu Vavae Tuilagi,Samoan,718995854.0,,,,,,
Lefau Harry Schuster,Samoan,719691980.0,,,,,,
Tuitama Talalelei Tuitama,Samoan,723152770.0,,,,,,
Le Mamea Matatumua Ata,Samoan,726724077.0,,,,,,
Tole’afoa Solomona To’ailoa,Samoan,726724455.0,,,,,,
Lealailepule Rimoni Aiafi,Samoan,738999542.0,,,,,,
Va'ai Papu Vailupe,Samoan,739170575.0,,,,,,
Palusalue Fa’apo II,Samoan,739170586.0,,,,,,
Tolofuaivalelei Falemoe Lei’ataua,Samoan,739170620.0,,,,,,
A'eau Peniamina,Samoan,739170646.0,,,,,,
Patu Ativalu,Samoan,739170663.0,,,,,,
Sua Sulu'ape Paulo II,Samoan,740773350.0,,,,,,
Asiata Sale'imoa Va'ai,Samoan,745204530.0,,,,,,
Aiono Nonumalo Sofara,Samoan,748298776.0,,,,,,
Mata'afa Faumuina Fiame Mulinu'u I,Samoan,748384437.0,,,,,,
Fiame Mata'afa Faumuina Mulinu'u II,Samoan,748477510.0,,,,,,
Matatumua Maimoana,Samoan,757107378.0,,,,,,
Laulu Fetauimalemau Mata'afa,Samoan,757107952.0,,,,,,
Fiame Naomi Mata'afa,Samoan,757562316.0,,,,,,
Safuneitu'uga Pa'aga Neri,Samoan,757616961.0,,,,,,
